time,open,high,low,close,5 Ema,13 Ema,50 Ema,200 Ema,800 Ema,Upper 50 Ema Cloud,Lower 50 Ema Cloud,YDay Hi,YDay Lo,LWeek Hi,LWeek Lo,Psy-Hi,Psy-Lo,Daily Open,PVSRA Volume,Volume MA,PVSRA Volume,50 EMA
1670025600,817019911694,822491450799,799779339012,802281351209,805498197271.0052,800794903165.3624,845702420776.216,1049579512990.8552,1247713728385.3528,863206813871.4313,828198027681.0006,NaN,NaN,807586201119,727580780351,NaN,NaN,NaN,51500077899.4142,NaN,51500077899.4142,845702420776.216
1670112000,803112480701,819353597677,800113127102,814573179432,808523191324.6702,802763228346.3107,844481666213.6976,1047241141512.6577,1246632228887.3418,862035947069.4697,826927385357.9255,NaN,NaN,807586201119,727580780351,NaN,NaN,NaN,52126893797.71118,NaN,52126893797.71118,844481666213.6976
1670198400,814327107267,830553913941,801200746364,808068601102,808371661250.4468,803521138739.9806,843053702875.984,1044861315239.9148,1245537188618.2148,860683689231.3118,825423716520.6562,NaN,NaN,827602693324,763751883470,NaN,NaN,NaN,69834482401.25182,NaN,69834482401.25182,843053702875.984
1670284800,808151378509,816191470410,800329323348,811410972589,809384765029.9645,804648257861.269,841812811492.1807,1042538426258.3136,1244453228028.8784,859537236917.5342,824088386066.8271,NaN,NaN,827602693324,763751883470,NaN,NaN,NaN,60817288572.87093,NaN,60817288572.87093,841812811492.1807
1670371200,811520869152,815463527444,788351185614,796168218385,804979249481.643,803436823650.3734,840022827448.7618,1040086981403.8528,1243333914646.4966,857805323652.0863,822240331245.4374,NaN,NaN,827602693324,763751883470,NaN,NaN,NaN,62474593727.56953,NaN,62474593727.56953,840022827448.7618
1670457600,796451701992,819192358704,791174133230,814462914023,808140470995.4286,805011979417.8915,839020477902.6536,1037841965808.0234,1242263075693.629,856838758997.5916,821202196807.7156,NaN,NaN,827602693324,763751883470,NaN,NaN,NaN,62661992070.2446,NaN,62661992070.2446,839020477902.6536
1670544000,815613063831,822755480780,805071259826,809684237465,808655059818.619,805679444853.1927,837870037101.177,1035571739655.3566,1241182978719.2754,855712388657.068,820027685545.286,NaN,NaN,827602693324,763751883470,NaN,NaN,NaN,60188811097.548,NaN,60188811097.548,837870037101.177
1670630400,809763295958,819429252830,807092406559,810741720631,809350613422.746,806402627107.1652,836806181553.3269,1033334625038.1987,1240108219023.6743,854639179317.6926,818973183788.9612,NaN,NaN,827602693324,763751883470,NaN,NaN,NaN,38646541455.16357,NaN,38646541455.16357,836806181553.3269
1670716800,810277622401,817701735589,803201878799,805672651667,808124626170.8307,806298344901.4272,835585258812.6866,1031069331770.8236,1239023486021.5354,853432835477.617,817737682147.7563,NaN,NaN,827602693324,763751883470,NaN,NaN,NaN,41307274294.80222,NaN,41307274294.80222,835585258812.6866
1670803200,805081628694,812515523456,790231586989,807269294452,807839515597.8871,806437051980.0804,834474828837.7578,1028842465727.8502,1237945448090.026,852334530350.0079,816615127325.5077,NaN,NaN,830553913941,788351185614,NaN,NaN,NaN,61108876702.08035,NaN,61108876702.08035,834474828837.7578
1670889600,808575760930,840981560726,795024686685,827212413212,814297148135.9247,809404960727.4976,834190028224.983,1026836196548.588,1236919897441.1418,851984637193.5056,816395419256.4604,NaN,NaN,830553913941,788351185614,NaN,NaN,NaN,88692659826.50461,NaN,88692659826.50461,834190028224.983
1670976000,828271613828,848133526688,817892936673,824387763171,817660686480.9498,811545361076.5693,833805625673.8464,1024821784276.1742,1235889854658.9443,851530051301.4723,816081200046.2206,NaN,NaN,830553913941,788351185614,NaN,NaN,NaN,76837986803.18387,NaN,76837986803.18387,833805625673.8464
1671062400,823680437295,829140817769,800711802887,805517944618,813613105859.9666,810684301582.488,832696304848.127,1022639656518.3815,1234815268117.0193,850491224621.3456,814901385074.9083,NaN,NaN,830553913941,788351185614,NaN,NaN,NaN,61691054115.28042,NaN,61691054115.28042,832696304848.127
1671148800,805099525295,812739151840,753128770219,760019084770,795748432163.311,803446413466.4183,829846217786.2396,1020026516500.9846,1233629759544.3674,847803576424.9204,811888859147.5588,NaN,NaN,830553913941,788351185614,NaN,NaN,NaN,79001103035.95674,NaN,79001103035.95674,829846217786.2396
1671235200,760163906774,772211507023,753251617691,769615909682,787037591336.2074,798613484354.3585,827484244919.4067,1017534868671.94,1232471173152.7012,845544697497.7966,809423792341.0168,NaN,NaN,830553913941,788351185614,NaN,NaN,NaN,51552138653.87384,NaN,51552138653.87384,827484244919.4067
1671321600,769371072001,775866370584,761907422936,768611952781,780895711817.8049,794327551272.4502,825175527580.6456,1015058023737.7018,1231312972852.1477,843102969512.8453,807248085648.4459,NaN,NaN,830553913941,788351185614,NaN,NaN,NaN,35150262088.14166,NaN,35150262088.14166,825175527580.6456
1671408000,768273875075,774271226849,744103432804,752587713428,771459712354.5366,788364717294.6716,822328946633.483,1012446378858.9983,1230117653852.3372,840085028897.5966,804572864369.3695,NaN,NaN,848133526688,753128770219,NaN,NaN,NaN,53896770791.4963,NaN,53896770791.4963,822328946633.483
1671494400,753023699402,781015025715,750290135788,773912028302,772277151003.691,786300047438.5757,820430243953.817,1010072902734.053,1228978563651.2126,837899152825.6865,802961335081.9475,NaN,NaN,848133526688,753128770219,NaN,NaN,NaN,65383346164.84229,NaN,65383346164.84229,820430243953.817
1671580800,773529118519,776372853025,763496155209,769180539737,771244947248.1273,783854403481.2078,818420451631.5889,1007675963798.7589,1227830503666.4082,835561889576.9781,801279013686.1996,NaN,NaN,848133526688,753128770219,NaN,NaN,NaN,45121832781.20868,NaN,45121832781.20868,818420451631.5889
1671667200,769355142904,776402587043,756376403189,770830468760,771106787752.0848,781993841378.1781,816554177793.4873,1005319292206.3335,1226689429921.3235,833706944653.849,799401410933.1256,NaN,NaN,848133526688,753128770219,NaN,NaN,NaN,49937699472.22456,NaN,49937699472.22456,816554177793.4873
1671753600,771166733888,777629231277,766382950240,770041518133,770751697879.0565,780286366628.867,814730151924.4486,1002978219827.4944,1225549235385.023,831840580314.6783,797619723534.2189,NaN,NaN,848133526688,753128770219,NaN,NaN,NaN,45587409194.8864,NaN,45587409194.8864,814730151924.4486
1671840000,770482476326,774778001950,767701373975,771299629113,770934341623.7043,779002546983.743,813026994167.1368,1000672960218.3949,1224415029127.1653,830200255567.093,795853732767.1807,NaN,NaN,848133526688,753128770219,NaN,NaN,NaN,28344179589.430206,NaN,28344179589.430206,813026994167.1368
1671926400,771439260983,776296085566,762171545383,769935161734,770601281660.4696,777707206233.7798,811337118385.4452,998377061726.0128,1223280247935.1724,828567209520.8048,794107027250.0856,NaN,NaN,848133526688,753128770219,NaN,NaN,NaN,36114576621.61392,NaN,36114576621.61392,811337118385.4452
1672012800,769970376907,777112435046,766189771611,774856705995,772019756438.6464,777299991913.9541,809906513977.9768,996152978584.4106,1222160588654.4229,827123127425.2423,792689900530.7113,NaN,NaN,781015025715,744103432804,NaN,NaN,NaN,36047114060.47669,NaN,36047114060.47669,809906513977.9768
1672099200,775068487926,779461001389,759906519394,767508515745,770516009540.7643,775901209604.1035,808243847380.6052,993877909302.4265,1221025377486.1096,825567678658.2133,790920016102.9972,NaN,NaN,781015025715,744103432804,NaN,NaN,NaN,46530849369.47507,NaN,46530849369.47507,808243847380.6052
1672185600,766996974033,770230591244,751310844119,756063293133,765698437404.8429,773067221536.803,806197551135.6011,991511594713.676,1219864423467.7498,823638940649.3713,788756161621.8308,NaN,NaN,781015025715,744103432804,NaN,NaN,NaN,52564153781.04894,NaN,52564153781.04894,806197551135.6011
1672272000,755885320188,763422330286,749434360589,758267345718,763221406842.5619,770952953562.6882,804317935236.8716,989190756415.2115,1218711871463.3809,821896669922.4683,786739200551.2749,NaN,NaN,781015025715,744103432804,NaN,NaN,NaN,45723022393.93455,NaN,45723022393.93455,804317935236.8716
